Mixing_Speed_RPM,Reducing_Agent_NaBH4,Reducing_Agent_ascorbic_acid,Reducing_Agent_citrate,Stabilizer_CTAB,Stabilizer_PEG,Stabilizer_PVP,Stabilizer_citrate,Precursor_Conc_mM,pH,Temperature_C,Reaction_Time_min,Particle_Size_nm,Zeta_Potential_mV,Polydispersity,Drug_Loading_Efficiency_%,Targeting_Efficiency_%,Cytotoxicity_%
0.3055,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4450696060350445,8.0,30.0,9.0,15.0,0.2098665769020554,0.7153124669360448,0.9200189725641678,0.3620438017972958,0.6140250391740685
0.9836,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.049195792221,10.5,83.0,5.0,36.0,0.8206016282423418,0.15655655524429812,0.3328328022307744,0.5086033960917593,0.8626794420523342
0.3609,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.038425208594328,8.5,34.0,15.0,19.0,0.04331437209563027,0.5556061236010336,1.0,0.8473046212580057,0.28938685437520634
0.9855,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.8252269624397437,5.5,78.0,5.0,28.0,0.13543414464681097,0.26751627177513204,0.8895559034347197,0.54093914236239,0.23960877136608894
0.5964,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.681691378691206,7.0,52.0,5.0,22.0,0.7341027382361766,0.5376796998693569,0.8144267950014646,0.40740369257598363,0.3525194030784804
0.9291,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.65652511302696,6.5,52.0,5.0,15.0,0.04869186618019333,0.36994013134618253,1.0,0.7850596570093523,0.5143056533431307
0.1845,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.444327315403999,3.5,68.0,5.0,33.0,0.8443520833666509,0.6586648769324189,0.2866518818269358,0.3912105596592841,0.7571028287642088
0.7218,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8078573174384552,4.0,61.0,9.0,15.0,0.1377684158635083,0.40775470942063796,0.9351481994654572,0.40533291675487737,0.6396888855982085
0.9045,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6197769812312449,9.5,38.0,21.0,20.0,0.8255146513573417,0.13144193814359995,0.5589621058222035,0.3548280502523258,0.8735845850760463
0.5291,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1939368746890553,4.5,65.0,6.0,24.0,0.2598423498865313,0.3231177124064105,1.0,0.8789902074853703,0.20541987344855156
0.1645,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.908708454821997,9.0,72.0,5.0,39.0,0.2908707631600179,0.7576927398007843,1.0,1.0,0.14181516299498942
0.8236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.709386426729394,11.0,88.0,5.0,34.0,0.05698042162103639,0.2278783222316667,0.8194515830529011,0.7716007393560268,0.32763947181919556
0.3427,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6991345261589306,4.5,37.0,26.0,18.0,0.02571246987796505,0.4932044059293468,1.0,0.8543237998807504,0.28817067420752
0.6473,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.987158496772193,5.0,81.0,5.0,39.0,0.2913615560201746,0.42136418480980564,0.8073424238496946,0.7708565657336138,0.26851545115279174
0.1327,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5407346532814903,4.0,17.0,35.0,15.0,0.2056853246714423,0.8280104161117176,1.0,0.5021463352261974,0.5287127486536359
0.0427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27746304786454973,9.0,87.0,5.0,30.0,0.2766194323261525,0.7591853232215778,1.0,1.0,0.20563425708827443
0.8473,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.764388905287869,8.0,67.0,5.0,29.0,0.2561616052412019,0.3439676922000595,0.6760759713797796,0.5837494810849629,0.3181585327393306
0.0118,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.6205158516932454,4.5,49.0,12.0,32.0,0.922528863859287,0.6201141855641324,0.18444886614669842,0.4088014299427538,0.6910573069855394
0.9273,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.1815278434399605,9.0,49.0,14.0,24.0,0.247972823761133,0.23296404598061726,1.0,1.0,0.2448399144020001
0.6691,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9406141608370376,6.5,64.0,5.0,22.0,0.2540955290363297,0.3022135781551808,1.0,0.8410770563267548,0.23299033810675251
0.6491,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11992619995050247,5.0,16.0,80.0,18.0,0.031899936741275,0.3474347932949551,1.0,0.466377145089949,0.33310968000454255
0.6764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.9015151331982842,10.0,73.0,5.0,30.0,0.008483967669822623,0.3786350819375571,1.0,1.0,0.21916340089418834
0.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9468471324415508,8.0,34.0,9.0,16.0,0.2534185275218698,0.5450501244042465,1.0,0.775084352946179,0.41681544393049863
0.8473,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0824515701504738,3.0,40.0,9.0,15.0,0.03325836946047256,0.4390348804435773,1.0,0.8151148285511892,0.49435813905846204
0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.239134569920858,8.0,71.0,5.0,29.0,0.27491058474757035,0.1320225045893172,0.8049282089895061,0.8286267103905737,0.20959379321907962
0.4991,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.9659746715224853,5.0,65.0,5.0,32.0,0.2764608543701813,0.4791690358025642,1.0,1.0,0.16154983089612204
0.9791,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0446166287475185,10.0,70.0,5.0,27.0,0.03721830751881572,0.27363551426824484,1.0,1.0,0.17472466051809651
0.2427,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47465114174560785,5.5,56.0,8.0,29.0,0.20340215125661532,0.49485710759633184,0.8227407811179509,0.6511990457805251,0.22386407071421854
0.9009,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5710688905780021,8.5,67.0,5.0,22.0,0.01434117821818881,0.3318601444257483,1.0,0.8441386614996479,0.2694363563638598
0.7618,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9741275579812666,5.5,33.0,33.0,19.0,0.004841324746010067,0.19428494849229427,1.0,0.7830789170872986,0.24902378159488142
0.1145,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.115202038745562,11.0,77.0,5.0,35.0,0.2372153105933386,0.644459863113101,1.0,1.0,0.14798498299184962
0.4864,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.376756420588039,9.5,84.0,5.0,39.0,0.7183699764416718,0.6045171227634538,0.24134452312222143,0.4053289426689167,0.8727751884784039
0.2164,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.64853833181159,10.5,33.0,26.0,17.0,0.2241336383369908,0.7380321513626732,1.0,0.47080567742787827,0.5022457428029982
0.8255,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.5381653299777147,10.5,24.0,38.0,15.0,0.7967277803307292,0.3608436011210895,0.780182258943254,0.29845236645065254,1.0
0.6573,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.23162960651022338,11.0,19.0,72.0,19.0,0.03794670318551435,0.27238363931260934,1.0,0.8584646512133743,0.2820925511427926
0.5855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.767590419898125,4.0,74.0,5.0,35.0,0.06572452091773312,0.4341593382941058,1.0,1.0,0.1712967754736135
0.57,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.6464135348291107,10.5,97.0,5.0,37.0,0.24219995178282394,0.35516952976026006,0.7589001520288198,0.7802115503620098,0.19066418042287545
0.1682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.948406988492211,7.0,60.0,5.0,29.0,0.050435440349652916,0.6823749889294249,1.0,0.883190907993389,0.2223123319842198
0.6882,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4081120976951818,11.0,15.0,42.0,15.0,0.8213812857913219,0.4676992786152553,0.7170074368548446,0.27425591793422266,1.0
0.1791,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4396979998531267,8.5,86.0,6.0,34.0,0.8865517958542584,0.7696503060045919,0.1658487835179182,0.2983157436324759,0.7883402646455981
0.3427,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.929144934874902,3.0,57.0,5.0,21.0,0.22932704854517083,0.6608515135451211,1.0,0.5071403986035637,0.35728837162350974
0.7127,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1760793794349667,9.5,50.0,7.0,16.0,0.012126078230150494,0.537751389839442,1.0,0.7475716354348382,0.4262946651317742
0.2764,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2671519069217185,8.0,88.0,5.0,27.0,0.011840777896346577,0.672744233981584,0.918345724600177,0.6426937447603279,0.35221770757118376
0.9373,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.8033856831510624,3.5,92.0,6.0,38.0,0.048313842112630234,0.3049962416976111,1.0,1.0,0.22397160964022417
0.7827,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1519115714566488,8.5,45.0,9.0,20.0,0.7231074657545536,0.25336793352277365,0.6039474452995409,0.25921691986233386,0.8309303913788351
0.4173,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.094126271778376,11.0,34.0,19.0,28.0,0.8052723459814707,0.45186363306131494,0.3822136234594725,0.3408868393635862,0.800304931881941
0.9391,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.8546755216030486,4.0,33.0,24.0,15.0,0.2463352326159015,0.29038601938398545,1.0,0.9420223933108106,0.4375612979891089
0.8491,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.078644943030231,8.0,58.0,6.0,31.0,0.008801692932321525,0.2334332552141225,1.0,1.0,0.1276605735575244
0.8736,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.466051394725496,5.0,98.0,5.0,47.0,0.08022971972088705,0.3056060075273517,0.7078529880497172,0.9968909665711702,0.4184494082594323
0.2173,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1547963925479485,3.0,22.0,27.0,15.0,0.27815998282841137,0.7678784489521658,1.0,0.4919502445480478,0.530978962542832
0.1136,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.953669406202008,3.5,17.0,50.0,15.0,0.21882992688303754,0.8415861896521176,1.0,0.466285629629248,0.558819483426895
0.3009,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.7545158076005336,7.0,98.0,5.0,34.0,0.08160794238504415,0.5870111250842274,0.48092439015184996,0.6175754846627806,0.36721858658003365
0.79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.999305039072991,8.0,82.0,5.0,27.0,0.058591493423294894,0.22542282405439884,1.0,0.8927545332841395,0.30325984003954937
0.0845,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3621254737194444,7.5,37.0,5.0,15.0,0.2419103440052225,0.8459843710038236,0.999190405952847,0.29027088210812657,0.630345889553427
0.3109,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5868583056700745,10.0,27.0,15.0,15.0,0.03815500902332214,0.773684300514553,1.0,0.8490689418976637,0.46282106552026236
0.6636,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.077899461339911,10.5,63.0,5.0,26.0,0.2897355130733484,0.3934896663962377,1.0,1.0,0.17862875769401193
0.7855,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.284967036289286,9.0,57.0,5.0,23.0,0.1390187554682617,0.3027134659793975,0.8227738094816072,0.4938163898437219,0.42549784487710063
0.6618,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.3398215100100392,6.0,51.0,9.0,26.0,0.02697325865891631,0.3226403585491069,1.0,0.9931172665222266,0.1408458929029683
0.2645,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.844276293414286,11.0,60.0,5.0,27.0,0.25004294752332384,0.6647846555775355,0.8659960236954632,0.7369780465542329,0.2785708375212004
0.3955,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.296982630632655,5.5,90.0,5.0,40.0,0.2675754573207013,0.7695348024901499,0.8516281917960619,0.8772892015875652,0.2810981324611899
0.2927,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4176603287099422,10.5,47.0,7.0,18.0,0.09171152278023809,0.5725613500671252,1.0,0.512340375971791,0.3544489646973213
0.2727,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8924257757097662,7.0,99.0,5.0,36.0,0.23064130353295081,0.456221648171368,1.0,1.0,0.18632447681214048
0.7927,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9857380828942506,3.5,27.0,13.0,15.0,0.2883720695962542,0.5408965604423064,1.0,0.4803770073522835,0.5341269164685771
0.5973,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.723264507797839,3.5,34.0,27.0,21.0,0.7350860941923134,0.48567024880418286,0.5506835927055073,0.21761793795687057,0.9626288655682735
0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.767657354187971,6.0,60.0,5.0,23.0,0.26125492608405526,0.8327445214831203,1.0,0.9579433236940816,0.3259636929973143
0.2791,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.635335249234671,6.0,96.0,8.0,51.0,0.21798465687730856,0.6675427855706263,0.5207716789996705,0.834458097819344,0.41076657880353246
0.4245,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.6657465709797386,5.0,72.0,5.0,26.0,0.11200628761109221,0.4833849748522917,0.6521612411715035,0.5503879068775701,0.35410696436097266
0.3955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9858327470119191,9.5,58.0,5.0,21.0,0.0012543545219563246,0.6022805363372161,1.0,0.7856170242496164,0.19855181846591818
0.9791,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1822701569328578,10.5,65.0,5.0,15.0,0.2378252767472806,0.33659480303356903,1.0,0.4932096411984327,0.63213639389966
0.78,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.9884262990797827,10.5,66.0,5.0,27.0,0.25951536916311946,0.27415381391263494,1.0,1.0,0.3039424324493703
0.6173,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.231311487403258,10.5,66.0,8.0,34.0,0.25270543945534896,0.37962056077063744,1.0,1.0,0.2505400833806442
0.8055,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.372665857371784,4.0,20.0,57.0,15.0,0.7471373744283312,0.3545145632593921,0.9833156072864687,0.37581713220701085,0.6156144213426169
0.9636,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.748443713643064,3.0,84.0,5.0,32.0,0.25889468626389744,0.23828022647396174,0.5666177359270254,0.7379849349415867,0.3531545350093269
0.6227,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.431488446563926,8.0,20.0,26.0,15.0,0.23297779124657525,0.569272656072742,1.0,0.6076293704956146,0.5419009502504224
0.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.961136110976814,5.0,58.0,5.0,25.0,0.24948897184652546,0.33108812003268884,0.8182493595012185,0.6861558184631088,0.25851655441271176
0.0764,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3696239617110892,7.0,55.0,5.0,25.0,0.11086891066246235,0.7031162727244707,0.6568448652365803,0.3894184574168389,0.29630781202941203
0.7409,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.050990122768844,4.0,67.0,5.0,20.0,0.03802106328365973,0.2959403995890023,0.8300276754169537,0.49487153435622444,0.4333007711759542
0.7855,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.973322013222721,4.0,93.0,5.0,35.0,0.2768936698142519,0.4958971221014661,0.693899221418688,0.674286961250692,0.3237632018695037
0.7727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.7578757512212317,6.0,71.0,5.0,30.0,0.18012948551990426,0.24951352737413313,0.7722346657352942,0.7344775861331406,0.2429891875897356
0.9036,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.796853288816885,10.0,16.0,23.0,15.0,0.7830037387415827,0.5408895396366321,0.5389573719745945,0.11530909785018478,1.0
0.6409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0803713840403972,9.0,18.0,46.0,16.0,0.1282320019733913,0.4157283155418797,1.0,0.5772568164408124,0.5058520317281416
0.9827,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0016045421337794,9.5,59.0,5.0,24.0,0.22683065278141123,0.16392284014881264,1.0,0.7090438473684907,0.2901395384383354
0.1655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.891285116350346,8.0,95.0,5.0,41.0,0.2861143397400526,0.8332383033275877,1.0,1.0,0.17795431641151957
0.8045,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8824143388939351,4.0,72.0,5.0,22.0,0.015979317489263845,0.1497218164748665,1.0,0.9598779714612974,0.3845148844503268
0.8636,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.177851213190513,9.0,41.0,11.0,15.0,0.08224046323156453,0.32282914089455994,1.0,0.37461909822751394,0.6029957193781138
0.4473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.87958858402117,3.5,95.0,5.0,41.0,0.008340191877585057,0.5287604463702117,1.0,1.0,0.29862829307638017
0.9645,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1500735715844521,8.5,95.0,5.0,23.0,0.2319204428529949,0.3358351922720604,0.8707939721889132,0.5507149765207338,0.40222542030722513
0.3773,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.009593795088448,8.5,54.0,7.0,28.0,0.06001001791151189,0.4325356376498074,1.0,1.0,0.13008508490646534
0.6364,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.310885440928082,10.5,55.0,5.0,19.0,0.20652451289977003,0.49161894548487783,1.0,0.4825864462533064,0.3395868849494399
0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.262111915803047,9.0,89.0,5.0,55.0,0.04962867129995291,0.51837772390241,0.6363717623079933,1.0,0.36241092655625345
0.0591,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5180156088699586,3.5,53.0,9.0,29.0,0.016765466427818232,0.6466549743252837,1.0,0.9274549868881633,0.18715642834085167
0.8609,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2927001578965023,9.0,70.0,8.0,20.0,0.2243486052767079,0.09261602140741909,0.8957666415591986,0.6760183553295348,0.5517615125874576
0.7964,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8496718677058085,9.5,73.0,5.0,27.0,0.21591709094091976,0.2189289933246905,0.7968841188988435,0.6914594653083533,0.26935233297409455
0.1882,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8627354336707547,11.0,53.0,7.0,18.0,0.24705316885716477,0.7538961141282475,1.0,0.7691393727462305,0.3776886857356054
0.3445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.3928496076776167,5.0,26.0,33.0,15.0,0.2395168893957802,0.6248820779409044,1.0,0.45711197656629765,0.5325986781731301
0.5309,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.604201690641803,11.0,87.0,5.0,37.0,0.09088466392991262,0.702628699270568,1.0,1.0,0.23209418198650256
0.8973,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3271152068782839,5.5,19.0,34.0,15.0,0.24802887263336953,0.3629957354646228,1.0,0.39788175361377587,0.5321280889019702
0.0355,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2233266070855275,3.5,75.0,5.0,31.0,0.03716714398227716,0.6014664957669408,1.0,1.0,0.18375378347591476
0.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.35289981482680344,6.0,87.0,5.0,28.0,0.19358626118346833,0.1557186034250384,0.8838237384345017,0.6542321473462637,0.2819827256137376
0.1836,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1504710483520724,11.0,22.0,53.0,18.0,0.19820000965157836,0.5537581362026598,1.0,0.7804357238455518,0.36935107845611637
0.7555,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8120375402552225,5.5,49.0,8.0,24.0,0.2183347350373273,0.3261204290880343,1.0,0.8977062695136996,0.17466836551973616
0.7445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7686435067522708,10.0,51.0,6.0,17.0,0.028156532673592638,0.42576520597528844,1.0,0.7536824135262082,0.4025005716847915
0.8745,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.8646435335136249,11.0,63.0,11.0,26.0,0.09082082533798352,0.13628921228803925,1.0,1.0,0.2330558070149069
0.3955,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.589121712731998,7.0,88.0,5.0,47.0,0.26071771589088155,0.5774929102576751,0.7241766277051204,0.8878096749659036,0.3068849611501282
0.3964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.099645361606947,9.5,92.0,5.0,37.0,0.141161535860177,0.44192817067503465,1.0,1.0,0.12990223429386732
0.3718,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3923914445003414,6.5,76.0,5.0,26.0,0.14694790026189197,0.6031051960610968,1.0,0.9770160296048954,0.24267991229591507
0.7655,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.1294279462749777,9.5,33.0,38.0,19.0,0.7337510027293738,0.2272431268305961,0.5946874987789604,0.3069763768841395,0.841456489497833
0.6118,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.499238540349893,5.0,18.0,50.0,15.0,0.8293934898113001,0.44528943308266244,0.7404074189918971,0.19725299751462932,1.0
0.0391,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7690633840324212,3.0,23.0,61.0,25.0,0.8406375711637364,0.6633635664390339,0.47797555083078336,0.32857662521644704,0.7034593351328327
0.9073,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.803928099450711,9.5,44.0,17.0,23.0,0.02077688352119028,0.16273341993658308,1.0,0.5812284924503283,0.3029880536367143
0.53,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.992253805197425,7.0,79.0,5.0,33.0,0.05524854577907051,0.4012454483233109,1.0,1.0,0.20449632603300966
0.8782,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.38612071648969004,9.0,60.0,5.0,20.0,0.0034407398240685616,0.31842817551203706,0.9851160856159363,0.5618150529421834,0.4437471701035519
0.7182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8812940008451923,8.0,100.0,5.0,33.0,0.005152739087560365,0.32342754642266947,1.0,1.0,0.24275162039521375
0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4254414076753192,10.5,49.0,11.0,28.0,0.06474750844426908,0.5509241944848975,0.850282096034844,0.6738354059338808,0.17644630919040363
0.9409,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5756646541875976,5.5,58.0,5.0,15.0,0.28995811392624893,0.2612429850461515,1.0,0.9024860589564029,0.5473764619450979
0.0355,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0038972373999793,4.5,16.0,97.0,25.0,0.01869679551893555,0.6536653052856304,1.0,0.8052018476897068,0.16881414064634667
0.7555,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.791649836518803,5.5,94.0,5.0,44.0,0.10563977893320853,0.41970200151831405,0.7271044343581111,0.780395129320402,0.3109540072792558
0.7827,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.871042721738619,8.0,56.0,5.0,16.0,0.18870664859969516,0.41981937340077147,1.0,0.2911903493808945,0.5603642521043498
0.0645,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.7957669840717605,4.0,20.0,86.0,20.0,0.25952061350469857,0.6549674663970398,0.9645294299814134,0.5792587851130091,0.2480656022667222
0.0173,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.412673752320756,8.5,33.0,10.0,17.0,0.7156060909293755,0.8058671077718887,0.7510605939974412,0.4828793784403148,0.5516664913757727
0.3264,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6773833564987903,5.0,30.0,31.0,23.0,0.14934043766835947,0.49157410245251065,1.0,1.0,0.17318901376534956
0.8427,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.9918661861836484,4.0,40.0,19.0,20.0,0.2673500172771769,0.20671177470734292,1.0,0.5840747111619782,0.37957462944410264
0.7591,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.291932519675301,4.5,66.0,5.0,25.0,0.24618895289881315,0.5115290551302019,0.8921109174150642,0.6176038101201794,0.2618852725057272
0.8918,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5523122180143105,8.0,68.0,5.0,19.0,0.21656187662750087,0.34718892187548756,0.7347260358729596,0.438443289969598,0.5027305909491405
0.9582,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.6047872495189837,10.0,65.0,8.0,25.0,0.894216554305481,0.1564914518117685,0.4591292957860832,0.3300084301831143,0.8990766730946589
0.18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.796150294613917,6.5,72.0,7.0,34.0,0.05916081960848041,0.674315452784468,1.0,0.951419745978172,0.23428330887443777
0.7027,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0925436311686028,9.0,44.0,14.0,18.0,0.2901836724093675,0.36676704750121614,1.0,0.8250738115178303,0.3598055841919963
0.0136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.268602842341115,3.5,29.0,21.0,15.0,0.06289366140912594,0.9717738316203887,0.815023396785206,0.23739830631899816,0.6003743297037448
0.8809,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3410559047284576,4.5,30.0,32.0,15.0,0.017768703979218425,0.23463067039115382,1.0,0.7180015637519849,0.4739212152405955
0.3564,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4511199019539291,6.0,31.0,11.0,16.0,0.2772395680418517,0.656034009350234,1.0,0.5442957899830553,0.46127173799304166
0.0455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.675834807658816,6.5,70.0,5.0,25.0,0.04949962947545716,0.7315285806014632,1.0,0.8911952683052363,0.22562363258349627
0.2782,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.699225974772138,3.0,79.0,5.0,36.0,0.2749158890926135,0.7868200917906717,0.6803707318107092,0.7777617478798527,0.2713425312348194
0.3636,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.14388749153604,10.0,92.0,5.0,34.0,0.7776741200086756,0.5802796813453183,0.5890287752392448,0.5373680374489629,0.3270129449476687
0.7855,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7954705986508616,7.0,65.0,9.0,16.0,0.2693942414446986,0.3815332800613974,1.0,0.9467129437738672,0.4823176534498669
0.3282,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6591610541635484,9.0,48.0,11.0,26.0,0.23355255893463533,0.3685507373419854,0.8989179400098456,0.6218309104913208,0.22117869026362663
0.4309,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.648453454708026,8.0,96.0,5.0,52.0,0.9081875712021894,0.4884437624396879,0.2543354378838373,0.5738004165853657,0.7050655150981272
0.2827,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4948610892345797,6.0,94.0,5.0,30.0,0.2509841446041975,0.49016480963134157,1.0,0.930919216801657,0.3081223113501089
0.8145,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9355521648744132,7.0,38.0,8.0,15.0,0.28656930562990224,0.41686381225059344,1.0,0.8257503530835458,0.5079344137512476
0.1464,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.012632270305145,5.5,55.0,7.0,17.0,0.07836046921254453,0.7194500133735383,1.0,0.7171350315290462,0.5165374483468987
0.9855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.9311944211487533,10.0,20.0,42.0,15.0,0.929118977280553,0.3214406529423569,0.6284222638984708,0.24898075856795743,1.0
